"id";"aliases";"approved";"bannedinaustralia";"bannedincanada";"bannedinusa";"category";"diseases";"function";"gmo";"linksbanned";"linksdiseases";"name";"nameenglish";"number";"origin";"properties";"sideeffect";"vegan";"productcount"
98426;"Vitamin c-palmitat, askorbylstearat";"t";"f";"f";"f";0;;"Anti-oxidant i feta produkter, särskilt till att förhindra härskning i vegetabiliska oljor med många omättade fettsyror. Används även för de färgämnen E160 och E161 för att förhindra oxidation av dessa färger.";"t";;;"Askorbylpalmitat";"Ascorbyl Palmitate";"E304";"Kombinationen av fettsyran palmitat med askorbinsyra (vitamin c, en atural syra), som förekommer naturligt i flesta frukterna och grönsakerna. Palmitinsyra produceras från fett (för askorbat se e300).";;"Inga biverkningar är kända i de använda koncentrationer.";"t";1
98427;"Vitamin e koncentrera sig";"t";"f";"f";"f";0;;"Anti-oxidant i feta produkter, särskilt tillsätts för att förhindra härskning av animaliska oljor. Vitamin eActivity är begränsad. Tillämpningar är begränsade på grund av den starka smak den förlänar.";"f";;;"Tokoferol-rika extrakt";"Tocopherol-rich extract";"E306";"Extrakt av vegetabiliska oljor som är rika på tokoferoler (vitamin e). Höga koncentrationer av vitamin e kan orsaka biverkningar. Detta gäller för användning av tokoferol som vitamintillskott, dock inte som ett tillägg för mat.";;"Vitamin Ecan orsaka flera biverkningar i höga koncentrationer. Dessa är inte förknippade med användningen av tokoferoler som tillsatser, men som vitamintillskott.";"f";5
98428;"Vitamin e, dl-alfa-tokoferol, (+)-alfa-tokoferol, rrr-a-tokoferol, 5,7,8-trimethyltocol, d-alfa-tokoferol koncentrat, tocoferolkoncentrat";"t";"f";"f";"f";0;;"Anti-oxidant i feta produkter, särskilt tillsätts för att förhindra härskning av animaliska oljor. Hög vitamin eActivity. Tillämpningar är begränsade på grund av den starka smak den förlänar.";"f";;;"Alfa-tokoferol";"Alpha-tocopherol";"E307";"Extrakt av vegetabiliska oljor som är rika på tokoferoler (vitamin e), i synnerhet solrosolja. Kan också framställas genom kemisk syntes. Det kan också produceras genom kemisk syntes. Användningen av höga koncentrationer av vitamin e kan orsaka biverkningar. Detta gäller för användning av tokoferol som vitamintillskott, dock inte som ett tillägg för mat.";;"Vitamin Ecan orsaka flera biverkningar i höga koncentrationer. Dessa är inte förknippade med användningen av tokoferoler som tillsatser, men som vitamintillskott.";"f";1
98431;"Vitamin e";"t";"f";"f";"f";0;;"Anti-oxidant i feta produkter, särskilt tillsätts för att förhindra härskning av olivolja. Ganska låg vitamin eActivity.";"f";;;"Gamma-tokoferol";"Gamma-tocopherol";"E308";"Utdrag ur vegetabiliska oljor som är rika på tokoferoler (vitamin e), särskilt sojaolja. Kan också göras genom kemisk syntes.";;"Vitamin Ecan orsaka flera biverkningar i höga koncentrationer. Dessa är inte förknippade med användningen av tokoferoler som tillsatser, men som vitamintillskott.";"f";0
98432;"Vitamin e";"t";"f";"f";"f";0;;"Anti-oxidant i feta produkter, särskilt tillsätts för att förhindra härskning av olivolja. Ganska låg vitamin eActivity. Tillämpningar är begränsade på grund av den starka smak den förlänar.";"f";;;"Delta-tokoferol";"Delta-tocopherol";"E309";"Extrakt av vegetabiliska oljor som är rika på tokoferoler (vitamin e), speciellt sojabönolja. Kan också framställas genom kemisk syntes. Det kan även framställas genom kemisk syntes.";;"Vitamin Ecan orsaka flera biverkningar i höga koncentrationer. Dessa är inte förknippade med användningen av tokoferoler som tillsatser, men som vitamintillskott.";"f";0
98433;;"t";"f";"f";"f";1;"allergi, astma, hyperaktivitet, gastrointestinala besvär";"Antioxidant i feta produkter, speciellt tillsättes för att förhindra härskenhet.";"f";;;"Propylgallat";"Propyl gallate";"E310";"Syntetiserade från propanol och gallsyra, vilken är framställd av vegetabiliska tanniner. Det minskar propanol och gallsyra nivåer i tarmen.";;"Det bryts ner i tarmen till propanol och gallsyra. Gallsyra kan orsaka eksem, magproblem och hyperaktivitet.";"f";0
98434;;"t";"f";"f";"f";1;"allergi, astma, hyperaktivitet, gastrointestinala besvär";"Antioxidant i feta produkter, speciellt tillsättes för att förhindra härskenhet.";"f";;;"Oktylgallat";"Octyl gallate";"E311";"Syntetiserade från oktanol och gallsyra, vilken är framställd av vegetabiliska tanniner. Det minskar propanol och gallsyra nivåer i tarmen.";;"Det bryts ner i tarmen till oktanol och gallsyra. Gallsyra kan orsaka eksem, magproblem och hyperaktivitet.";"f";2
98435;"Lauryl gallat";"t";"f";"f";"f";1;"allergi, astma, hyperaktivitet, gastrointestinala besvär";"Antioxidant i feta produkter, speciellt tillsättes för att förhindra härskenhet.";"f";;;"Dodecylgallat";"Dodecyl gallate";"E312";"Syntetiserade från laurylalkohol och gallsyra, vilken är framställd av vegetabiliska tanniner. Det minskar laurylalkohol och gall-nivåer syra i tarmen.";;"Det bryts ner i tarmen till laurylalkohol och gallsyra. Gallsyra kan orsaka eksem, magproblem och hyperaktivitet.";"f";0
98438;"D-araboascorbic acid, isoascorbic acid, iso-ascorbic acid, iso-vitamin c";"t";"f";"f";"f";1;"allergi, astma";"Anti-oxidant.";"f";;;"Erytorbinsyra";"Erythorbic acid";"E315";"Syntetiska isomer av c-vitamin, men med bara 1/20 av vitamin verksamhet.";;"Inga kända i de använda koncentrationerna.";"f";1
98439;"Natrium-iso-askorbinsyra";"t";"f";"f";"f";1;"allergi, astma";"Anti-oxidant i köttprodukter.";"f";;;"Natriumerytorbat";"Sodium erythorbate";"E316";"Natriumsalt av erytorbinsyra, en syntetisk isomer av c-vitamin (men med endast 1/20 av vitamin aktivitet).";;"Inga kända i de använda koncentrationerna.";"f";29
98441;"BHA";"t";"f";"f";"f";2;"allergi, astma, mutagenicitet";"Anti-oxidant i fetter och feta produkter för att förebygga härskning.";"f";;;"Butylerad hydroxianisol";"Butylated Hydroxyanisole";"E320";"Syntetisk antioxidant. Ha i blandningen med höga koncentrationer av vitamin c kan producera fria radikaler, vilka skador cellkomponenter innefattande dna. Eu har beslutat att begränsa dess användning i framtiden.";;"Även om Inga kända i de använda koncentrationerna vissa pseudo-allergiska reaktioner har rapporterats. BHA i kombination med höga koncentrationer av vitamin C kan producera fria radikaler, som kan orsaka skada på komponenterna av celler, inklusive DNA. Detta har föranlett EU att begränsa användningen av BHA inom en snar framtid.";"f";5
98442;"Fosfolipider, fosfatider, partiellt hydrolysedlecithin, fosfatidylkolin";"t";"f";"f";"f";0;"allergi, astma, migrän";"Emulgeringsmedel och stabilisator av water-oil/fat blandningar. Används för att mjuka upp choklad.";"t";;;"Lecitin";"Lecithin";"E322";"Begreppet lecitin avser en grupp av föreningar som finns i varje levande organism, eftersom de är en del av cellväggen hos alla celler. Lecitin är kommersiellt isoleras (främst) från sojabönor eller äggula. Den kemiska sammansättningen av dessa två produkter (källor) är ganska annorlunda, som bestämmer ansökningarna.";;"Lecitin är en normal del av kroppens celler och kommer att brytas ned och användas av kroppen utan biverkningar.";"t";69
98444;"PES, PNG-karragenan, halvraffinerad karragenan";"t";"f";"f";"f";0;;"Mjölksyra och laktat används som konserveringsmedel, främst mot jäst och svampar. Den används också för att öka stabiliteten av anti-oxidanter och för att förhindra torkning av olika produkter.";"t";;;"Natriumlaktat";"Sodium lactate";"E325";"Natriumsalt av mjölksyra, en naturlig syra som produceras av bakterier i fermenterade livsmedel. Alla fermenterade livsmedel är mycket rik på mjölksyra. Kommersiellt genom bakteriell fermentation på stärkelse och melass. Produceras också i stora mängder i tjocktarmen av de inhemska bakterierna.";;"Inga biverkningar hos vuxna. D-eller DL-laktat (stereoisomerer) bör inte ges till spädbarn och små barn, eftersom de ännu inte har utvecklat lämpliga enzymer i levern att metabolisera dessa former av laktat.";"f";2
98445;;"t";"f";"f";"f";0;;"Mjölksyra och laktat används som konserveringsmedel, främst mot jäst och svampar. Den används också för att öka stabiliteten av anti-oxidanter och för att förhindra torkning av olika produkter.";"t";;;"Kaliumlaktat";"Potassium lactate";"E326";"Kaliumsalt av mjölksyra e270, en naturlig syra som produceras av bakterier i fermenterade livsmedel. Alla fermenterade livsmedel är mycket rik på mjölksyra. Kommersiellt genom bakteriell fermentation på stärkelse och melass. Produceras också i stora mängder i tjocktarmen av inhemska bakterier. D-eller dl-laktat (stereoisomerer) inte bör ges till spädbarn eller barn, eftersom deras kropp inte kan ännu riktigt producera leverenzym, som metaboliseras denna tillsats till laktat.";;"Inga biverkningar hos vuxna. D-eller DL-laktat (stereoisomerer) bör inte ges till spädbarn och små barn, eftersom de ännu inte har utvecklat lämpliga enzymer i levern att metabolisera dessa former av laktat.";"f";3
98446;;"t";"f";"f";"f";0;;"Mjölksyra och laktat används som konserveringsmedel, främst mot jäst och svampar. Den används främst för att stabilisera strukturen av frukt, grönsaker och potatis under bearbetning. Det har också anti-oxidant verksamhet.";"t";;;"Kalciumlaktat";"Calcium lactate";"E327";"Kalciumsalt av mjölksyra, en naturlig syra som produceras av bakterier i fermenterade livsmedel. Alla fermenterade livsmedel är mycket rik på mjölksyra. Kommersiellt genom bakteriell fermentation på stärkelse och melass. Produceras också i stora mängder i tjocktarmen av inhemska bakterier. D-eller dl-laktat (stereoisomerer) inte bör ges till spädbarn eller barn, eftersom deras kropp inte kan ännu riktigt producera leverenzym, som metaboliseras denna tillsats till laktat.";;"Inga biverkningar hos vuxna. D-eller DL-laktat (stereoisomerer) bör inte ges till spädbarn och små barn, eftersom de ännu inte har utvecklat lämpliga enzymer i levern att metabolisera dessa former av laktat.";"f";14
98447;;"t";"f";"f";"f";0;"allergi, astma";"Citronsyra har många funktioner det ökar aktiviteten hos många antioxidanter, men är inte antioxidant av sig själv. Den används främst som ett surhetsreglerande medel och doft förening. Det ökar gel styrka i marmelader och minskar enzymatisk brunfärgning i frukt och produkter frukt.";"t";;;"Citronsyra";"Citric acid";"E330";"Är citronsyra en förening som finns i varje levande organism, eftersom det är en del av de viktigaste metaboliska vägar i alla kroppens celler. Stora koncentrationer finns i citrusfrukter, kiwi, jordgubbar och många andra frukter. Det är kommersiellt framställd genom fermentering av melass med formen aspergillus niger. Pseudo - allergiska reaktioner är mycket sällsynta. Sådana människor bör undvika alla mjuka frukter, bär och produkter tillverkade av dem.";;"Citronsyra är en normal del av kroppens celler och kommer att brytas ned och användas av kroppen utan biverkningar. Pseudo-allergiska reaktioner (intolerans) har rapporterats, men dessa är mycket sällsynta. Personer med sådana tillstånd bör också undvika alla mjuka frukter och bär och produkter gjorda av dessa. Det orsakar inte cancer (se följande <a href='../../uk/qa/qa-fi24.htm'>frågor</a>).";"f";134
98448;"Dinatriumcitrat, trinatriumcitrat, mononatriumcitrat, Natriumcitrat monobasisk, Natriumcitrat, trinatriumcitrat";"t";"f";"f";"f";0;"allergi, astma";"Citronsyra och citrater har många funktioner som de ökar aktiviteten hos många antioxidanter, och uppvisar viss antioxidantaktivitet. De används huvudsakligen som surhetsreglerande medel samt föreningar arom. De ökar gel styrka i marmelader och minska enzymatisk brunfärgning i frukt och produkter frukt.";"t";;;"Natriumdivätefosfat Citrate";"Sodium Dihydrogen Citrate";"E331";"Natriumsalter av citronsyra, en förening som finns i varje levande organism, eftersom det är en del av nyckeln metaboliska vägar i alla kroppens celler. Stora koncentrationer finns i citrusfrukter, kiwi, jordgubbar och många andra frukter. Kommersiellt framställd genom fermentering av melass med formen aspergillus niger.";;" Citronsyra är en normal komponent i kroppens celler och kommer att brytas ned och används av kroppen utan biverkningar. Pseudo-allergiska reaktioner (intolerans) har rapporterats, men dessa är mycket sällsynta. Personer med sådana tillstånd bör också undvika alla mjuka frukter och bär och produkter gjorda av dessa. Det orsakar inte cancer (se följande <a href='../../uk/qa/qa-fi24.htm'>frågor</a>).";"f";36
98452;"Monokaliumfosfat citrat, kaliumcitrat, monobasiskt, trikaliumcitrat, Kaliumcitrat";"t";"f";"f";"f";0;"allergi, astma";"Kaliumcitrat används som en buffert, för att binda metalljoner och som en näringskälla för jäst i speciella fermenterade produkter. E332 (ii) används också som ett antacidum (mot magsyra).";"t";;;"Kaliumdivätefosfat Citrat";"Potassium Dihydrogen Citrate";"E332";"Kaliumsalter av citronsyra, en förening som finns i alla levande organismer, eftersom det är en del av nyckeln metaboliska vägar i alla kroppens celler. Stora koncentrationer finns i citrusfrukter, kiwi, jordgubbar och många andra frukter. Kommersiellt framställd genom fermentering av melass med formen aspergillus niger. Pseudo - allergiska reaktioner är mycket sällsynta. Sådana människor bör undvika alla mjuka frukter, bär och produkter tillverkade av dem.";;"Citronsyra är en normal del av kroppens celler och kommer att brytas ned och användas av kroppen utan biverkningar. Pseudo-allergiska reaktioner (intolerans) har rapporterats, men dessa är mycket sällsynta. Personer med sådana tillstånd bör också undvika alla mjuka frukter och bär och produkter gjorda av dessa. Det orsakar inte cancer (se följande <a href='../../uk/qa/qa-fi24.htm'>frågor</a>).";"f";1
98455;"L(+)-vinsyra";"t";"f";"f";"f";0;;"Surhetsreglerande medel och smakförstärkare av frukt och smaker fruktiga, samt stabilisator av färg i frukt och produkter frukt.";"t";;;"Vinsyra";"Tartaric acid";"E334";"Natural syra, som finns i många frukter, särskilt vindruvor. . Kommersiellt framställd av restprodukter från vinindustrin (druvskal)";;"är det inte metaboliseras i kroppen, och därför är det utsöndras i urinen utan biverkningar.";"f";2
98456;"Natrium dextro-tartrat, natriumglutamat tartrat, Dinatriumtartrat";"t";"f";"f";"f";0;"diarré";"Natriumtartrat är en pH-regulatorn och antioxidant.";"t";;;"Natrium-L (+)-tartrat";"Sodium L(+)-Tartrate";"E335";"Natriumsalter av vinsyra, en naturlig syra närvarande i många frukter, särskilt druvor. . Kommersiellt framställd av restprodukter från vinindustrin (druvskal)";;"är det inte metaboliseras i kroppen, och därför är det utsöndras i urinen utan biverkningar";"f";0
98459;"ortofosforsyra";"t";"f";"f";"f";1;"allergi, astma, hyperaktivitet";"Surhetsreglerande och kelatbildare (som används för att binda metalljoner). Flera andra mycket specifika funktioner är: det ökar permeabiliteten av salt i kött och fungerar som en antioxidant";"f";;;"fosforsyra";"Phosphoric Acid";"E338";"Normal beståndsdel i många frukter och grönsaker.. Kommersiellt framställs av fosfat bryts i usa. Fosfater är en del av kroppen salthalt. För att undvika kalciumbrist, bör det vara begränsad användning på grund av dess förmåga att binda kalcium.";;"Fosfater är normala viktiga salter för kroppen. Med tanke på behovet att undvika kalciumbrist, är användningen begränsad, eftersom den binder upp kalcium lätt. Den har inga biverkningar.";"f";2
98460;"Dipotassium tartrate";"t";"f";"f";"f";0;"diarré";"Kalium tartarat är ett surhetsreglerande medel och anti-oxidant. Också användas vid framställning av bakpulver och som emulgeringsmedel.";"t";;;"Monokaliumfosfat tartrat";"Monopotassium tartrate";"E336";"Kaliumsalter av vinsyra, en naturlig syra närvarande i många frukter, särskilt druvor. . Kommersiellt framställd av restprodukter från vinindustrin (druvskal)";;"är det inte metaboliseras i kroppen, och därför är det utsöndras i urinen utan biverkningar";"f";0
98463;"Mononatriumfosfat, dinatriumfosfat, trinatriumfosfat, dinatriumvätefosfat, trinatriumfosfat, dinatriumfosfat, Dinatrium-vätefosfat, dibasiskt natriumfosfat, sekundär natriumfosfat, natriumglutamat monofosfat, Monobasiskt natriumfosfat, natrium vätefosfat, natriumbifosfat, natriumfosfat, tribasiskt natriumfosfat fosfat, mononatriumdivätefosfat, dinatriummonovätefosfat";"t";"f";"f";"f";1;"allergi, astma";"Natriumfosfat är ett surhetsreglerande medel och kelatbildare (används för att binda metalljoner). Den förhindrar uttorkning och används som en syra stabilisator i pulver samt för att förhindra bildning av klumpar. Det ökar aktiviteten av antioxidanter.";"f";;;"Natriumdivätefosfat";"Sodium Dihydrogen Phosphate";"E339";"Natriumsalter av fosforsyra. Normal beståndsdel i kroppen. Kommersiellt framställs av fosforsyra, som framställs av fosfat bryts i usa.";;"Fosfater är normala viktiga salter för kroppen. Med tanke på behovet att undvika kalciumbrist, är deras användning begränsad, eftersom de binder upp kalcium lätt. De har inga biverkningar.";"f";11
98467;"Dikaliumvätefosfat, trikaliumfosfat, dikalium-vätefosfat, dikaliumvätefosfat monofosfat, dibasiskt kaliumfosfat, dikaliumfosfat, sekundär kaliumfosfat, monokalium-monofosfat, monobasiskt kaliumfosfat, kaliumsyrafosfat, kaliumvätefosfat, kaliumfosfat, tribasiskt kaliumfosfat, monokalium-divätefosfat, dikalium-monovätefosfat";"t";"f";"f";"f";1;"allergi, astma";"Kaliumfosfat är ett surhetsreglerande medel och kelatbildare (används för att binda metalljoner). Den förhindrar uttorkning och används som en syra stabilisator i pulver samt för att förhindra bildning av klumpar. Det ökar aktiviteten av antioxidanter.";"f";;;"Kaliumdivätefosfat";"Potassium Dihydrogen Phosphate";"E340";"Kaliumsalter av fosforsyra. Normal beståndsdel i kroppen. Kommersiellt framställt av fosforsyra, som framställs av fosfat som utvunnits i usa. För att undvika kalciumbrist, bör det vara av begränsad nytta eftersom den har egenskapen att binda kalcium.";;"Fosfater är normala viktiga salter för kroppen. Med tanke på behovet att undvika kalciumbrist, är deras användning begränsad, eftersom de binder upp kalcium lätt. De har inga biverkningar.";"f";4
98471;"Kalciumvätefosfat, trikalciumfosfat, Acid kalciumfosfat, kalcium bifosfat, monokalciumfosfat, monokalciumfosfat ortofosfat, Monobasiskt kalciumfosfat, dikalciumfosfat, utfälldes Dibasiskt kalciumfosfat, tribasiskt kalciumfosfat, kalcium-fosfat";"t";"f";"f";"f";1;"allergi, astma";"Kalciumfosfat är ett surhetsreglerande medel som används i bakpulver och fungerar som ett bröd förstärkare. Den binder också metalljoner, ökar aktiviteten av antioxidanter och stabiliserar strukturen burk. E341 (ii) används som polermedel i tandkräm. E341 (iii) används huvudsakligen i pulver för att undvika bildning av klumpar.";"f";;;"Kalciumdivätefosfat";"Calcium Dihydrogen Phosphate";"E341";"Kalciumsalt av fosforsyra. Normal beståndsdel i kroppen. Kommersiellt framställs av fosforsyra, som framställs av fosfat bryts i usa.";;"Fosfater är normala viktiga salter för kroppen. Med tanke på behovet att undvika kalciumbrist, är deras användning begränsad, eftersom de binder till kalcium lätt. De har inga biverkningar.";"f";7
98475;"Monomagnesium fosfate, magnesiumvätefosfat, Monomagnesium Fosfat, Trimagnesium fosfat, surt magnesiumfosfat, magnesium bifosfat, magnesium divätefosfat, magnesium, monobasiskt, Monomagnesium ortofosfat, Dimagnesium fosfat, magnesium, dibasiskt, sekundär magnesiumfosfat, magnesium tribasiskt, tertiär magnesiumfosfat";"t";"f";"f";"f";0;;;"f";;;"Monomagnesium fosfat";"Monomagnesium phosphate";"E343";"Fosforsyra magnesiumsalt. Ingår i kroppssammansättningen. Kommersiellt framställs av fosforsyra, som utvinns ur fosfater minerade i usa";;;"f";0
98479;"Natriumvätekarbonat DL-malat, äppelsyra natriumsalt, äppelsyra mononatriumsalt, natriummalat, Natrium vätemalat, natriumglutamat målat, Dinatriummalat";"t";"f";"f";"f";0;;"Natrium malat används som en buffert och arom.";"f";;;"Natrium DL-Malate";"Sodium DL-Malate";"E350";"Natriumsalt av äppelsyra, en naturlig syra som finns i frukt.";;"Inga kända.";"f";0
98482;"Dikalium målat, Monokaliumfosfat malat";"t";"f";"f";"f";0;;"Kalium malat används som en buffert och arom.";"f";;;"Potassium malat";"Potassium malate";"E351";"Kaliumsalter av äppelsyra, en naturlig syra som finns i frukt.";;"Inga kända.";"f";0
98485;;"t";"f";"f";"f";0;;"Surhetsreglerande medel och metallomhändertagare.";"t";;;"Metavinsyra";"Metatartaric acid";"E353";"Acid, som finns i sockerrör och producerade av glukos.";;"Inga kända, metaboliseras i kroppen till vinsyra.";"f";0
98486;"DL-monokalciumfosfat malat, kalcium DL-malat, kalcium vätemalat, monokalciumfosfat malat";"t";"f";"f";"f";0;;"Kalciummalat används som förtjockningsmedel och arom..";"f";;;"Kalciummalat";"Calcium malate";"E352";"Kalciumsalter av äppelsyra, en naturlig syra som finns i frukt.";;"Inga kända";"f";0
98489;;"t";"f";"f";"f";0;;".. Surhetsreglerande medel och konserveringsmedel";"t";;;"Kalciumtartrat";"Calcium tartrate";"E354";"Kalciumsalt av vinsyra, en naturlig syra som finns i frukt";;"Inga kända, det metaboliseras i kroppen till vinsyra.";"f";0
98490;;"t";"f";"f";"f";0;;"Surhetsreglerande, arom förening och vissa andra specifika användningsområden.";"f";;;"Adipinsyra";"Adipic acid";"E355";"Natural syra som finns i betor och sockerrör (juice).";;"Inga kända är det metaboliseras i kroppen eller utsöndras i urinen.";"f";1
98491;;"t";"f";"f";"f";0;;". Surhetsreglerande";"f";;;"Natrium adipat";"Sodium adipate";"E356";"Natriumsalt av adipinsyra, en naturlig syra som finns i betor och sockerrör (juice)";;"Inga kända, det metaboliseras i kroppen eller utsöndras i urinen.";"f";0
98492;;"t";"f";"f";"f";0;;".. Surhetsreglerande";"f";;;"Kalium adipat";"Potassium adipate";"E357";"Kaliumsalt av adipinsyra, en naturlig syra som finns i betor och sockerrör (juice)";;"Inga kända, det metaboliseras i kroppen eller utsöndras i urinen.";"f";0
98493;;"t";"f";"f";"f";0;;"Surhetsreglerande medel och smakförstärkare.";"f";;;"Bärnstenssyra";"Succinic acid";"E363";"Natural syra, som finns i de flesta frukter och grönsaker. . Kommersiellt syntetiseras från ättiksyra";;"Inga kända, det metaboliseras i kroppen (det är en normal komponent i alla kroppens celler).";"f";0
98497;"Ammoniumcitrat tribasisk, citronsyra Triammoniumsalt, ammoniumcitrat";"t";"f";"f";"f";0;;". Surhetsreglerande, buffert och emulgeringsmedel";"f";;;"Triammonium citrat";"Triammonium citrate";"E380";"Ammoniumsalt av citronsyra";;"Inga kända,. Citronsyra är en normal komponent i alla kroppens celler.";"f";0
98503;"Kalcium-dinatrium-EDTA, kalcium-dinatrium-edetat";"t";"f";"f";"f";1;"allergi, astma, metaboliska sjukdomar.";"Metallomhändertagare, stabiliseringsmedel (även användas efter heavy metal förgiftning för att avlägsna metaller från kroppen).";"f";;;"Calcium dinatriumetylendiamintetraacetat";"Calcium Disodium Ethylenediaminetetraacetate";"E385";"Calcium / natriumsalt av edta, en syntetisk förening.";;"inga kända i de använda koncentrationerna. Långvarig exponering för höga doser kan resultera i utarmning av metall (s) från kroppen (järn).";"f";7
98507;;"t";"f";"f";"f";0;;"Förtjockningsmedel och emulgeringsmedel.";"t";;;"Alginsyra";"Alginic acid";"E400";"Naturlig polysackarid, som produceras av olika alger av familjen phaeophyceae (macrocystis pyrifera, laminaria digitata, l. cloustoni, ascophyllum nodosum) i usa och storbritannien. Höga koncentrationer av alginsyra försämrar järn användning.";;"Inga kända i de använda koncentrationer. Höga koncentrationer leder till försämring av järn upptag, såsom järn är bunden.";"f";0
98508;;"t";"f";"f";"f";0;;"Förtjockningsmedel och emulgeringsmedel.";"t";;;"Natriumalginat";"Sodium alginate";"E401";"Natriumsalt av alginsyra (e400), en naturlig polysackarid, som produceras av olika alger av familjen phaeophyceae (macrocystis pyrifera, laminaria digitata, l. cloustoni, ascophyllum nodosum) i usa och storbritannien. Höga halter försämra järn användning.";;"Inga kända i de använda koncentrationer. Höga koncentrationer leder till försämring av järn upptag, såsom järn är bunden.";"f";8
98509;;"t";"f";"f";"f";0;;"Förtjockningsmedel och emulgeringsmedel.";"t";;;"Kaliumalginat";"Potassium alginate";"E402";"Kaliumsalt av alginsyra, en naturlig polysackarid som produceras av olika sjögräs av familjen phaeophyceae (macrocystis pyrifera, laminaria digitata, l. cloustoni, ascophyllum nodosum) i usa och storbritannien. Höga halter försämra järn användning.";;"Inga kända i de använda koncentrationer. Höga koncentrationer leder till försämring av järn upptag, såsom järn är bunden.";"f";0
98510;;"t";"f";"f";"f";0;;"Förtjockningsmedel och emulgeringsmedel.";"t";;;"Ammoniumalginat";"Ammonium alginate";"E403";"Ammoniumsalt av alginsyra (e400), en naturlig polysackarid som produceras av olika sjögräs av familjen phaeophyceae (macrocystis pyrifera, laminaria digitata, l. cloustoni, ascophyllum nodosum) i usa och storbritannien.";;"Inga kända i de använda koncentrationer. Höga koncentrationer leder till försämring av järn upptag, såsom järn är bunden.";"f";0
98511;;"t";"f";"f";"f";0;;"Förtjockningsmedel, emulgeringsmedel, förhindrar kristallisering i frysta produkter.";"t";;;"Kalciumalginat";"Calcium alginate";"E404";"Kalciumsalt av alginsyra (e400), en naturlig polysackarid, som produceras av olika alger av familjen phaeophyceae (macrocystis pyrifera, laminaria digitata , l. cloustoni, ascophyllum nodosum) i usa och storbritannien. Höga halter försämra järn användning.";;"Inga kända i de använda koncentrationer. Höga koncentrationer leder till försämring av järn upptag, såsom järn är bunden.";"f";0
98512;"Hydroxipropyl alginat, 1,2-propan-diol-ester av alginsyra, Propan 1,2-diol alginat";"t";"f";"f";"f";0;;"Förtjockningsmedel.";"t";;;"Propylenglykolalginat";"Propylene Glycol Alginate";"E405";"Propylenglykolester av alginsyra, en naturlig polysackarid som produceras av olika sjögräs av familjen phaeophyceae (macrocystis pyrifera, laminaria digitata, l. cloustoni, ascophyllum nodosum) i usa och storbritannien.";;"Inga kända i de använda koncentrationerna, även om vissa människor uppvisar biverkningar mot höga koncentrationer av propylenglykol.";"f";0
98513;"Agar-agar, Bengal isinglass, Ceylon isinglass, Chinese isinglass,k Gelose, Japan agar, Japanese isinglass, Layor Carang";"t";"f";"f";"f";0;"flatulens, uppsvälld buk";"Förtjockningsmedel och stabilisator.";"f";;;"Agar";"Agar";"E406";"En naturlig polysackarid, som produceras av olika alger av familjen rhodophyceae (gelidium amansii, g. cartilagineum) i usa och japan. På grund av mikroflora som orsakas jäsningsprocesser i tarmen höga koncentrationer av agar resulterar i ansamling av gas och utvidgning (som alla osmältbara polysackarider gör).";;"Inga kända i de använda koncentrationerna, även höga koncentrationer medföra gasbildning och uppsvälldhet , på grund av jäsning av tarmfloran (på samma sätt som alla osmältbara polysackarider).";"f";3
98514;"Eucheuman (från Eucheuma spp.)., Furcellaran eller dansk agar (från Furcellaria fastigiata), Hypnean (från Hypnea SPP.), Iridophycan (från Iridaea SPP.), Irländsk mossa gelos (från Chondrus SPP.), PES, PNG-karragenan, halvraffinerad karragenan, karragenan från Eucheumaseaweed, bearbetade eucheuma-alger";"t";"f";"f";"f";0;"flatulens, uppsvälld buk";"Förtjockningsmedel och stabilisator.";"f";;;"Karragenan";"Carageenan";"E407";"En naturlig polysackarid, som produceras av olika alger (chrondrus crispus, gigartina stellata, eucheuma spinosum, e. cottonii) i europa, asien och amerika. Det är en komplex blandning av polysackarider. På grund av mikroflora som orsakas jäsningsprocesser i tarmen höga koncentrationer av agar resulterar i ansamling av gas och utvidgning (som alla osmältbara polysackarider gör).";;"Inga kända i de använda koncentrationerna, även höga koncentrationer medföra gasbildning och uppsvälldhet , på grund av jäsning av tarmfloran (på samma sätt som alla osmältbara polysackarider). Kortkedjiga karagenaner kan orsaka intestinal läckage och är inte tillåtna för användning i livsmedel.";"f";49
98517;"Fruktkärnmjöl (klarade), fruktkärnmjöl, Locust bean gum klargöras";"t";"f";"f";"f";0;"flatulens, uppsvälld buk";"Förtjockningsmedel, stabiliseringsmedel och emulgeringsmedel.";"f";;;"Fann fruktkärnmjöl";"Carob Bean Gum";"E410";"En naturlig polysackarid, som produceras från karobeträdet (ceratonia siliqua) främst i medelhavsregionen. På grund av mikroflora som orsakas jäsningsprocesser i tarmen höga koncentrationer av agar resulterar i ansamling av gas och utvidgning (som alla osmältbara polysackarider gör).";;"Inga kända i de använda koncentrationerna, även höga koncentrationer medföra gasbildning och uppsvälldhet , på grund av jäsning av tarmfloran (på samma sätt som alla osmältbara polysackarider).";"f";25
